"","gene","DSC_27.readcounts","DSC_28.readcounts","DSC_29.readcounts","DSC_30.readcounts","DSC_31.readcounts","MC_27.readcounts","MC_28.readcounts","MC_29.readcounts","MC_30.readcounts","MC_31.readcounts"
"41722","ENSG00000274605",92,78,77,60,54,75,70,8,45,46
"41723","ENSG00000236554",1,0,0,2,2,1,2,0,3,1
"41724","ENSG00000175198",323,448,406,330,459,564,307,166,461,343
"41725","ENSG00000228501",16,22,4,37,7,19,66,24,7,8
"41726","ENSG00000270632",0,0,3,0,0,0,0,0,0,0
"41727","ENSG00000287330",0,2,2,1,2,0,0,1,0,0
"41728","ENSG00000234650",0,1,5,3,8,7,1,6,1,3
"41729","ENSG00000134864",105,125,108,65,87,238,263,145,133,76
"41730","ENSG00000224356",0,1,1,2,2,10,1,2,5,4
"41731","ENSG00000280169",1,2,4,0,2,1,0,0,0,1
"41732","ENSG00000234354",3,4,2,8,1,7,6,0,5,2
"41733","ENSG00000125247",690,711,591,439,559,346,174,110,255,249
"41734","ENSG00000237082",11,10,5,10,9,3,0,0,6,7
"41735","ENSG00000233009",7,2,4,3,3,0,0,0,0,0
"41736","ENSG00000214051",0,0,0,0,0,0,0,0,0,0
"41737","ENSG00000229599",0,0,0,0,0,0,0,0,0,0
"41738","ENSG00000102452",0,0,1,1,7,2,5,7,5,5
"41739","ENSG00000198542",203,51,8,10,20,0,0,9,1,1
"41740","ENSG00000102466",8,3,3,0,1,5,41,10,12,11
"41741","ENSG00000276012",1,0,0,0,0,0,0,0,0,0
"41742","ENSG00000201155",0,0,0,0,0,0,0,0,0,0
"41743","ENSG00000215399",0,0,0,0,0,0,0,0,0,0
"41744","ENSG00000265164",0,0,0,0,0,0,0,0,0,0
"41745","ENSG00000229975",0,0,0,0,0,0,0,0,0,0
"41746","ENSG00000201690",0,0,0,0,0,0,0,0,0,0
"41747","ENSG00000264482",0,0,0,0,0,0,0,0,0,0
"41748","ENSG00000236860",0,0,0,0,0,0,0,0,0,0
"41749","ENSG00000243319",0,0,0,0,0,0,0,4,0,0
"41750","ENSG00000279702",0,0,0,0,0,0,0,0,0,0
"41751","ENSG00000234445",0,0,0,0,0,0,0,0,0,0
"41752","ENSG00000272143",39,70,43,38,36,52,55,22,97,56
"41753","ENSG00000261057",0,0,1,0,0,3,0,0,0,1
"41754","ENSG00000276957",0,0,2,6,2,3,0,0,1,0
"41755","ENSG00000134900",1449,1953,2109,1402,1949,2399,1463,779,1394,1500
"41756","ENSG00000139780",0,0,0,1,0,4,1,0,0,0
"41757","ENSG00000175820",8,6,6,4,11,6,8,3,10,9
"41758","ENSG00000231633",0,0,0,0,0,0,0,0,0,0
"41759","ENSG00000286312",0,0,0,0,0,1,3,4,3,3
"41760","ENSG00000151287",132,119,143,105,116,516,768,421,525,372
"41761","ENSG00000134901",1009,1331,1193,970,1035,524,513,230,324,321
"41762","ENSG00000270181",0,0,0,0,0,0,0,0,0,0
"41763","ENSG00000134897",656,765,720,583,868,790,724,590,763,890
"41764","ENSG00000134899",126,123,105,83,114,138,81,47,70,104
"41765","ENSG00000250878",0,2,5,1,2,4,4,12,10,1
"41766","ENSG00000272542",1,2,1,1,0,0,2,0,1,2
"41767","ENSG00000278445",0,0,0,0,0,0,1,3,3,6
"41768","ENSG00000125255",0,0,3,0,0,0,0,0,0,0
"41769","ENSG00000285789",0,0,0,0,0,0,0,0,0,0
"41770","ENSG00000234551",0,0,0,0,0,0,0,1,0,0
"41771","ENSG00000230474",0,0,0,0,0,0,0,0,0,0
"41772","ENSG00000287734",0,0,0,0,0,0,0,0,0,0
"41773","ENSG00000225823",0,0,0,0,0,0,0,0,0,0
"41774","ENSG00000286929",0,0,0,0,0,0,0,0,0,0
"41775","ENSG00000232307",0,0,0,0,0,0,0,0,0,0
"41776","ENSG00000275968",0,0,0,0,0,0,0,0,0,0
"41777","ENSG00000275502",0,0,0,0,0,0,0,0,0,0
"41778","ENSG00000182346",0,0,0,0,0,0,0,0,0,1
"41779","ENSG00000280455",0,0,0,0,0,0,1,0,0,0
"41780","ENSG00000226620",0,0,2,0,0,0,0,8,0,0
"41781","ENSG00000252550",0,0,0,0,0,0,0,0,0,0
"41782","ENSG00000287923",0,0,0,0,0,0,0,0,5,0
"41783","ENSG00000222682",0,0,0,0,0,0,0,0,0,0
"41784","ENSG00000286780",0,0,2,0,0,0,0,0,0,0
"41785","ENSG00000233532",3,7,2,1,5,8,0,5,3,1
"41786","ENSG00000174418",0,0,0,0,0,0,1,0,0,0
"41787","ENSG00000125266",472,701,469,429,573,1082,55,124,611,269
"41788","ENSG00000284966",12,11,12,9,24,33,3,6,30,14
"41789","ENSG00000274204",5,5,5,2,2,8,0,0,4,1
"41790","ENSG00000134884",4679,6555,5846,4693,5981,5094,3099,2117,4692,4620
"41791","ENSG00000272274",0,3,4,1,0,2,6,0,1,3
"41792","ENSG00000230156",0,0,0,0,1,0,1,0,0,0
"41793","ENSG00000227590",0,0,0,0,0,0,0,0,0,0
"41794","ENSG00000287546",0,0,0,0,0,0,0,0,0,1
"41795","ENSG00000278698",0,0,0,0,0,0,0,0,0,0
"41796","ENSG00000174408",0,0,0,0,0,0,0,0,0,0
"41797","ENSG00000277863",0,0,0,0,0,0,0,0,0,0
"41798","ENSG00000279157",0,0,0,0,0,0,0,0,0,0
"41799","ENSG00000285643",0,0,0,0,0,0,0,0,0,0
"41800","ENSG00000204442",5,20,7,8,16,0,3,6,1,0
"41801","ENSG00000201847",0,0,0,0,0,0,0,0,0,0
"41802","ENSG00000276740",0,0,0,0,0,0,0,0,0,0
"41803","ENSG00000221650",0,0,0,0,0,0,0,0,0,0
"41804","ENSG00000227248",0,0,0,0,0,0,0,0,0,0
"41805","ENSG00000286343",0,0,0,0,0,0,0,0,0,0
"41806","ENSG00000274718",0,0,0,0,0,0,0,2,0,0
"41807","ENSG00000174405",681,835,840,642,911,756,689,347,478,459
"41808","ENSG00000139826",543,828,750,524,696,785,523,359,440,359
"41809","ENSG00000102524",14,22,22,20,20,198,30,33,125,60
"41810","ENSG00000277246",0,1,1,1,0,7,2,0,2,6
"41811","ENSG00000223177",1,0,0,1,0,1,0,0,2,2
"41812","ENSG00000283384",0,0,0,0,1,0,0,0,0,0
"41813","ENSG00000232087",0,0,0,0,0,0,14,0,1,0
"41814","ENSG00000041515",68,63,98,110,110,226,194,79,415,199
"41815","ENSG00000229938",0,0,0,0,0,2,0,0,0,0
"41816","ENSG00000236242",0,0,1,0,2,2,1,0,1,0
"41817","ENSG00000275216",3,4,5,4,1,0,0,2,0,0
"41818","ENSG00000223617",0,2,1,1,0,0,0,0,0,0
"41819","ENSG00000236053",0,0,0,0,0,0,0,0,0,0
"41820","ENSG00000229792",0,0,0,0,0,0,0,0,0,0
"41821","ENSG00000285534",0,0,0,0,0,0,0,0,0,0
"41822","ENSG00000234854",0,0,0,2,0,0,0,0,0,0
"41823","ENSG00000185950",2889,2565,2205,2114,2409,6958,4225,3044,1838,3900
"41824","ENSG00000275741",0,0,0,0,0,0,2,0,0,0
"41825","ENSG00000275248",0,0,0,0,1,2,2,0,1,2
"41826","ENSG00000201161",0,0,0,0,0,0,0,0,0,0
"41827","ENSG00000274331",0,0,0,0,0,0,0,0,0,0
"41828","ENSG00000275830",1,2,0,0,5,0,0,0,0,0
"41829","ENSG00000276269",0,0,0,0,0,0,0,0,0,0
"41830","ENSG00000231428",0,0,0,0,1,0,0,0,0,0
"41831","ENSG00000265885",0,0,0,0,0,0,0,0,0,0
"41832","ENSG00000279965",3,0,2,1,2,0,2,0,0,0
"41833","ENSG00000287575",3,11,5,9,10,1,1,1,0,0
"41834","ENSG00000187498",76729,79893,55792,69383,58871,2855,2757,564,1220,1164
"41835","ENSG00000279237",7,5,9,4,7,0,1,0,0,0
"41836","ENSG00000134871",110636,126079,83249,98072,79991,9201,4820,958,4882,5073
"41837","ENSG00000276765",0,0,6,0,0,0,0,0,0,0
"41838","ENSG00000224821",3,11,5,17,20,0,5,2,0,0
"41839","ENSG00000232814",32,22,48,35,40,5,1,2,3,10
"41840","ENSG00000139832",112,106,88,99,89,724,1226,178,668,651
"41841","ENSG00000275880",17,4,4,1,0,10,12,3,8,10
"41842","ENSG00000213995",1636,1825,1415,1353,1529,1765,1649,852,1566,1599
"41843","ENSG00000134905",1826,2118,2098,2180,1936,3178,1989,662,2966,2011
"41844","ENSG00000153487",778,1072,784,761,904,566,381,153,278,233
"41845","ENSG00000225239",0,0,0,0,0,0,0,0,0,0
"41846","ENSG00000259831",1,0,0,0,0,0,5,1,0,0
"41847","ENSG00000255874",808,1026,896,783,840,67,153,16,27,44
"41848","ENSG00000088448",7748,9117,5760,5212,8705,3290,1487,1116,2759,2285
"41849","ENSG00000229152",673,865,575,538,946,306,47,70,230,176
"41850","ENSG00000277767",8,6,6,6,2,5,4,8,8,5
"41851","ENSG00000227105",5,5,4,6,3,4,11,2,0,2
"41852","ENSG00000275989",1,3,0,0,0,0,0,0,0,0
"41853","ENSG00000225760",1,1,0,2,0,2,0,5,0,0
"41854","ENSG00000225870",0,0,0,0,0,0,0,0,0,0
"41855","ENSG00000286824",0,0,0,0,0,0,0,0,0,0
"41856","ENSG00000235875",2,0,0,0,0,0,0,0,0,0
"41857","ENSG00000102606",3491,4417,3947,3245,3238,4715,3280,1788,3250,3421
"41858","ENSG00000233644",0,0,0,0,0,0,0,0,0,0
"41859","ENSG00000227352",0,0,0,0,0,0,0,0,0,0
"41860","ENSG00000285856",2,1,0,1,0,1,1,0,0,0
"41861","ENSG00000274614",0,2,9,0,1,0,0,3,1,2
"41862","ENSG00000153495",10,5,6,5,8,17,12,1,16,19
"41863","ENSG00000204398",0,0,0,0,0,0,0,0,0,0
"41864","ENSG00000215881",0,0,0,0,0,0,0,0,0,0
"41865","ENSG00000226903",3,1,5,9,12,6,22,5,3,2
"41866","ENSG00000200072",0,0,0,0,0,0,0,0,0,0
"41867","ENSG00000224243",0,0,2,0,0,0,0,0,0,0
"41868","ENSG00000182968",45,14,29,30,37,34,4,0,9,1
"41869","ENSG00000260385",0,0,0,0,0,0,0,0,0,0
"41870","ENSG00000229520",0,0,0,0,0,0,0,0,0,0
"41871","ENSG00000260102",0,0,0,0,0,0,0,0,0,0
"41872","ENSG00000260343",1,0,0,0,0,0,0,0,0,0
"41873","ENSG00000223626",0,0,0,0,0,0,0,0,0,0
"41874","ENSG00000153498",0,0,0,0,0,0,0,0,0,0
"41875","ENSG00000126216",939,1227,1138,897,1253,871,540,303,521,418
"41876","ENSG00000277159",41,29,51,36,34,27,4,7,12,13
"41877","ENSG00000197595",0,1,0,0,1,1,2,0,0,0
"41878","ENSG00000274922",21,20,23,26,35,12,35,6,19,8
"41879","ENSG00000068650",678,681,677,592,861,2268,3005,658,1006,625
"41880","ENSG00000232684",0,0,1,1,1,0,1,1,2,0
"41881","ENSG00000277545",1,0,2,0,0,1,0,0,0,0
"41882","ENSG00000126217",18,6,11,24,3,11644,25583,3994,7598,16732
"41883","ENSG00000267868",0,0,1,0,0,0,0,0,0,2
"41884","ENSG00000235280",0,0,2,0,0,2,1,0,13,4
"41885","ENSG00000269356",0,0,0,0,0,0,1,0,0,0
"41886","ENSG00000269376",0,0,0,0,1,0,0,0,0,0
"41887","ENSG00000057593",1,0,3,0,2,66,44,27,44,26
"41888","ENSG00000126218",104,33,41,34,29,23,31,17,9,9
"41889","ENSG00000231882",0,0,0,0,0,2,0,0,0,0
"41890","ENSG00000230371",1,3,0,0,0,4,4,0,0,0
"41891","ENSG00000283828",12,12,5,8,6,36,32,5,15,7
"41892","ENSG00000126231",3,2,5,5,10,12,3,0,3,3
"41893","ENSG00000269125",2,0,0,0,0,1,0,0,0,2
"41894","ENSG00000126226",1105,1377,1298,1093,1448,1288,752,483,797,656
"41895","ENSG00000139842",2550,2727,2902,2226,2552,3873,2230,1347,2245,1782
"41896","ENSG00000277942",1,1,2,2,0,2,0,0,3,3
"41897","ENSG00000232662",0,1,0,0,0,0,0,0,0,0
"41898","ENSG00000185896",16660,19734,15182,13076,11776,11899,8216,4289,7290,6597
"41899","ENSG00000139835",51,39,51,29,32,227,410,106,207,134
"41900","ENSG00000276434",0,0,0,0,0,1,2,1,3,2
"41901","ENSG00000225083",0,0,0,0,0,2,7,6,6,2
"41902","ENSG00000153531",32,24,8,22,9,65,81,30,36,25
"41903","ENSG00000150401",275,332,295,212,297,285,283,126,261,219
"41904","ENSG00000233613",2,3,3,1,6,2,3,2,1,1
"41905","ENSG00000202347",0,0,1,2,0,0,0,0,0,2
"41906","ENSG00000150403",2355,2229,1785,1659,1642,2004,1874,618,1058,1045
"41907","ENSG00000276916",3,6,4,3,19,1,2,3,4,3
"41908","ENSG00000276248",13,23,13,17,35,14,15,8,29,19
"41909","ENSG00000198176",2244,2702,2512,2194,2179,3735,1849,904,1923,1633
"41910","ENSG00000186009",0,0,0,0,0,0,0,0,1,0
"41911","ENSG00000185974",0,3,0,1,0,1,0,0,0,1
"41912","ENSG00000279770",0,0,0,0,0,4,5,1,0,0
"41913","ENSG00000184497",38,6,0,5,9,75,9,2,9,10
"41914","ENSG00000233695",168,65,73,119,54,31,4,4,11,8
"41915","ENSG00000183087",2030,326,224,206,200,2421,844,391,1970,2004
"41916","ENSG00000272695",28,3,1,2,5,41,17,6,18,22
"41917","ENSG00000237699",0,0,0,0,0,0,0,0,0,0
"41918","ENSG00000226921",0,0,0,0,0,1,0,0,0,0
"41919","ENSG00000274766",1,0,0,0,0,0,0,0,0,0
"41920","ENSG00000229373",16,5,6,4,2,0,0,0,4,0
"41921","ENSG00000260910",105,53,58,55,66,21,8,2,2,0
"41922","ENSG00000283199",14,19,40,15,46,23,5,4,4,2
"41923","ENSG00000185989",3479,4033,3039,2856,2944,1385,901,281,665,585
"41924","ENSG00000232487",2,1,1,4,1,1,4,3,1,0
"41925","ENSG00000283361",0,0,0,1,0,0,0,1,0,0
"41926","ENSG00000283347",0,0,0,0,0,0,0,0,0,0
"41927","ENSG00000130177",1833,1912,2044,1541,1863,6023,5009,1824,4691,3473
"41928","ENSG00000264539",3,3,3,0,0,5,4,4,11,4
"41929","ENSG00000265450",0,2,1,2,0,1,2,6,2,0
"41930","ENSG00000285672",3,12,7,3,6,16,3,1,3,3
"41931","ENSG00000169062",1679,1597,1674,1482,1702,1469,883,238,1024,850
"41932","ENSG00000226158",0,0,1,0,3,0,0,0,0,0
"41933","ENSG00000198824",494,623,578,491,738,2205,600,371,777,632
"41934","ENSG00000229723",0,0,0,1,0,1,0,0,0,0
"41935","ENSG00000260615",1,1,0,3,1,2,4,0,1,0
"41936","ENSG00000283274",0,0,0,0,0,0,0,0,0,0
"41937","ENSG00000215398",0,0,0,0,0,0,0,0,0,0
"41938","ENSG00000206906",0,0,0,0,0,0,0,0,0,0
"41939","ENSG00000257171",0,0,0,0,0,0,0,0,0,0
"41940","ENSG00000257356",0,0,0,0,0,0,0,0,0,0
"41941","ENSG00000257959",0,0,0,0,0,0,0,0,0,0
"41942","ENSG00000257721",0,0,0,0,0,0,0,0,0,0
"41943","ENSG00000258367",0,0,0,0,0,0,0,0,0,0
"41944","ENSG00000257825",0,0,0,0,0,0,0,0,0,0
"41945","ENSG00000257115",0,0,0,0,0,0,0,0,0,0
"41946","ENSG00000257672",0,0,0,0,0,0,0,0,0,0
"41947","ENSG00000258233",0,0,0,0,0,0,0,2,0,0
"41948","ENSG00000257504",0,0,0,0,0,0,0,0,0,0
"41949","ENSG00000257644",0,0,0,0,0,0,0,0,0,0
"41950","ENSG00000257175",2,0,2,2,0,2,5,2,0,4
"41951","ENSG00000258364",0,0,0,0,0,0,0,0,0,0
"41952","ENSG00000257731",0,0,0,0,0,0,0,0,0,0
"41953","ENSG00000258076",0,0,0,0,0,0,0,0,0,0
"41954","ENSG00000257558",0,0,0,0,0,0,0,0,0,0
"41955","ENSG00000239200",0,5,1,1,0,5,6,13,3,0
"41956","ENSG00000257635",0,0,0,0,1,0,0,0,0,0
"41957","ENSG00000257224",0,0,0,0,0,0,0,0,0,0
"41958","ENSG00000277529",0,0,0,1,0,0,0,0,0,0
"41959","ENSG00000277367",0,0,0,0,0,0,0,0,0,0
"41960","ENSG00000278143",0,0,0,0,0,0,0,0,3,0
"41961","ENSG00000257853",0,0,0,0,0,0,0,0,0,0
"41962","ENSG00000257891",0,0,0,0,0,0,0,0,0,0
"41963","ENSG00000258265",0,0,0,0,0,0,0,0,0,0
"41964","ENSG00000222036",0,0,0,0,0,0,0,2,2,2
"41965","ENSG00000275563",0,0,0,0,0,0,0,0,0,0
"41966","ENSG00000212612",0,0,0,0,0,0,0,0,0,0
"41967","ENSG00000258314",0,0,0,0,0,0,0,0,0,0
"41968","ENSG00000274369",0,0,0,0,0,0,0,0,0,0
"41969","ENSG00000225210",0,0,0,0,0,0,0,0,0,0
"41970","ENSG00000286614",0,0,0,0,0,0,0,0,0,0
"41971","ENSG00000277128",0,0,0,0,0,0,0,1,0,0
"41972","ENSG00000277710",0,0,0,2,0,0,0,0,0,0
"41973","ENSG00000278594",0,0,0,2,0,0,2,0,1,0
"41974","ENSG00000196143",0,0,0,0,0,0,0,0,0,0
"41975","ENSG00000271632",0,0,0,0,0,0,0,0,0,0
"41976","ENSG00000277252",0,0,0,0,0,0,0,0,0,0
"41977","ENSG00000258781",0,0,0,0,0,0,2,0,0,1
"41978","ENSG00000285990",0,0,0,1,0,0,0,0,0,0
"41979","ENSG00000257310",0,0,0,0,0,0,0,0,0,0
"41980","ENSG00000277156",0,0,0,6,2,3,3,0,0,1
"41981","ENSG00000244306",0,0,0,0,0,0,0,0,0,0
"41982","ENSG00000228294",0,0,0,0,0,0,0,0,0,0
"41983","ENSG00000287515",0,0,0,0,0,0,0,0,0,0
"41984","ENSG00000274827",0,0,0,0,0,0,0,0,0,0
"41985","ENSG00000278301",0,0,0,0,0,0,0,0,0,1
"41986","ENSG00000187537",0,2,0,0,0,0,0,0,0,1
"41987","ENSG00000276888",0,0,0,0,0,0,0,0,0,0
"41988","ENSG00000212516",0,0,0,0,0,0,0,0,0,0
"41989","ENSG00000257162",0,0,0,0,0,0,0,0,0,0
"41990","ENSG00000258027",0,0,0,0,0,0,0,0,0,0
"41991","ENSG00000273639",0,0,0,0,0,0,0,0,0,0
"41992","ENSG00000274649",0,0,0,0,0,0,0,0,0,0
"41993","ENSG00000278184",0,0,0,0,0,0,0,0,0,0
"41994","ENSG00000257432",0,0,0,0,0,0,0,0,0,0
"41995","ENSG00000273558",0,0,0,0,0,0,0,0,0,0
"41996","ENSG00000258324",0,0,0,0,0,0,0,0,0,0
"41997","ENSG00000257493",0,0,0,0,0,0,0,0,0,0
"41998","ENSG00000257751",0,0,0,0,0,0,0,0,0,0
"41999","ENSG00000257846",3,0,0,1,0,0,0,0,0,0
"42000","ENSG00000259069",0,0,0,0,0,0,0,0,0,0
"42001","ENSG00000257884",1,4,1,2,0,3,2,2,0,1
"42002","ENSG00000257395",0,0,0,0,0,0,0,0,0,0
"42003","ENSG00000258080",0,0,1,0,0,0,0,0,0,0
"42004","ENSG00000257142",0,0,0,0,0,0,0,0,0,0
"42005","ENSG00000258453",0,0,0,0,0,0,0,0,0,0
"42006","ENSG00000176294",0,0,0,0,0,0,0,0,0,0
"42007","ENSG00000258438",0,0,0,0,0,0,0,0,0,0
"42008","ENSG00000182652",0,0,0,0,0,0,0,0,0,1
"42009","ENSG00000176312",0,0,0,0,0,0,1,0,0,0
"42010","ENSG00000176299",0,0,0,0,0,0,0,0,0,0
"42011","ENSG00000258564",0,0,0,0,0,0,0,0,0,0
"42012","ENSG00000228304",0,0,0,0,0,0,0,0,0,0
"42013","ENSG00000176290",0,0,0,0,0,0,0,0,0,0
"42014","ENSG00000165762",0,0,0,0,0,0,0,1,0,1
"42015","ENSG00000258541",0,0,0,0,0,0,0,3,0,0
"42016","ENSG00000259016",0,0,0,0,0,0,0,0,0,0
"42017","ENSG00000176281",0,0,0,0,0,0,0,0,0,0
"42018","ENSG00000155249",0,0,0,0,0,0,0,0,0,0
"42019","ENSG00000258822",0,0,0,0,0,0,0,0,0,0
"42020","ENSG00000169488",0,0,0,0,0,0,0,0,0,0
"42021","ENSG00000196383",0,0,0,0,0,0,0,2,0,0
"42022","ENSG00000169484",0,0,0,0,0,0,0,0,0,0
"42023","ENSG00000176253",0,0,0,0,0,0,0,0,0,0
"42024","ENSG00000258899",0,0,0,0,0,0,0,0,0,0
"42025","ENSG00000176246",0,0,0,0,0,0,0,0,0,0
"42026","ENSG00000252999",0,0,0,0,0,0,0,0,0,0
"42027","ENSG00000258641",0,0,0,0,0,0,0,0,0,0
"42028","ENSG00000176230",0,0,0,0,0,0,0,3,0,0
"42029","ENSG00000184394",0,0,0,0,0,0,0,0,0,0
"42030","ENSG00000259074",0,0,0,0,0,0,0,0,0,0
"42031","ENSG00000259095",0,0,0,0,1,0,0,0,0,0
"42032","ENSG00000258468",0,0,0,0,0,0,0,0,0,0
"42033","ENSG00000284742",0,0,0,0,0,0,0,0,0,0
"42034","ENSG00000196832",0,0,0,0,0,0,0,0,0,0
"42035","ENSG00000258625",0,0,0,0,0,0,0,0,0,0
"42036","ENSG00000176219",0,0,0,0,0,0,0,0,0,0
"42037","ENSG00000258806",0,0,2,0,0,5,3,10,0,1
"42038","ENSG00000176198",0,0,0,0,1,1,3,0,0,0
"42039","ENSG00000136319",451,536,498,364,378,573,525,341,375,370
"42040","ENSG00000258768",31,27,39,18,36,25,105,51,41,37
"42041","ENSG00000258459",0,0,0,0,0,0,0,0,0,0
"42042","ENSG00000100814",842,1066,893,670,908,911,988,404,950,1011
"42043","ENSG00000287735",56,26,34,14,34,32,10,12,10,22
"42044","ENSG00000222489",8,9,16,3,9,4,3,1,0,5
"42045","ENSG00000238344",0,0,2,0,0,0,0,0,0,0
"42046","ENSG00000259001",0,0,0,0,0,0,0,0,0,0
"42047","ENSG00000277209",0,0,0,0,0,0,0,0,0,0
"42048","ENSG00000129484",543,738,628,730,752,806,541,156,604,410
"42049","ENSG00000254846",0,0,0,1,7,1,0,0,1,0
"42050","ENSG00000129566",1617,1780,1825,1693,1595,2459,1626,769,2186,1545
"42051","ENSG00000200225",0,0,0,1,0,0,0,0,0,0
"42052","ENSG00000185271",12,20,10,16,13,0,3,0,0,1
"42053","ENSG00000259162",0,0,0,0,0,1,0,0,0,0
"42054","ENSG00000092094",656,892,651,555,739,853,543,335,708,627
"42055","ENSG00000258515",32,34,36,18,31,34,15,10,19,17
"42056","ENSG00000100823",4310,4794,3450,3252,3217,5343,3792,1514,4777,3972
"42057","ENSG00000165782",1137,991,896,771,734,1598,1434,516,1476,1409
"42058","ENSG00000198805",558,353,538,304,440,842,577,296,359,705
"42059","ENSG00000258908",0,0,0,0,0,0,0,0,0,0
"42060","ENSG00000182545",0,0,0,1,0,1,1,0,3,3
"42061","ENSG00000258456",0,0,0,0,0,0,0,0,0,0
"42062","ENSG00000258863",0,0,0,0,0,0,0,0,0,0
"42063","ENSG00000188655",0,0,0,0,0,0,0,0,0,0
"42064","ENSG00000259060",0,0,0,0,0,0,0,1,0,0
"42065","ENSG00000173464",0,0,0,0,0,0,0,0,0,0
"42066","ENSG00000258573",0,0,0,0,0,0,0,0,0,0
"42067","ENSG00000258436",0,0,0,0,0,0,0,0,0,0
"42068","ENSG00000239327",0,0,0,0,0,0,0,0,0,0
"42069","ENSG00000181803",0,0,0,0,0,0,0,0,0,0
"42070","ENSG00000199461",0,1,0,0,0,0,0,0,0,0
"42071","ENSG00000214274",54,65,35,23,35,77,76,25,125,64
"42072","ENSG00000258818",2,11,6,2,10,2,3,1,5,7
"42073","ENSG00000259171",0,0,0,0,0,0,0,0,0,0
"42074","ENSG00000258451",0,0,0,0,1,3,1,0,1,4
"42075","ENSG00000259144",0,2,0,0,2,2,0,2,0,0
"42076","ENSG00000258963",0,0,0,0,0,0,0,0,0,0
"42077","ENSG00000181562",0,0,0,0,0,0,0,0,0,0
"42078","ENSG00000181552",0,0,0,0,0,0,0,0,0,0
"42079","ENSG00000169413",0,0,0,0,0,2,0,0,0,0
"42080","ENSG00000258810",0,0,0,0,0,0,0,0,0,0
"42081","ENSG00000129538",32,45,22,19,36,0,2,0,0,0
"42082","ENSG00000259130",0,0,0,1,0,3,1,0,1,1
"42083","ENSG00000258642",0,0,0,0,0,1,1,5,0,0
"42084","ENSG00000169397",0,0,0,0,0,2,0,0,0,0
"42085","ENSG00000258918",0,0,0,0,0,2,0,0,0,0
"42086","ENSG00000258772",0,0,0,0,0,0,0,0,0,0
"42087","ENSG00000136315",0,0,0,0,0,0,0,3,0,0
"42088","ENSG00000169385",1,0,0,0,0,1,0,0,0,0
"42089","ENSG00000243817",0,0,0,0,0,0,0,0,0,0
"42090","ENSG00000258599",0,1,0,0,0,2,1,0,1,1
"42091","ENSG00000165792",748,960,931,718,894,1027,675,325,889,734
"42092","ENSG00000258471",0,0,1,0,7,0,1,4,0,1
"42093","ENSG00000165794",1,2,3,1,0,1,0,2,0,0
"42094","ENSG00000165795",260,562,140,230,618,190,150,112,158,146
"42095","ENSG00000284122",0,0,0,0,0,0,0,0,0,0
"42096","ENSG00000179636",4,1,0,0,0,0,0,0,0,0
"42097","ENSG00000258604",0,0,0,0,0,2,0,0,0,0
"42098","ENSG00000206150",1,0,1,0,3,0,0,0,1,0
"42099","ENSG00000255472",0,0,0,0,0,0,0,0,0,0
"42100","ENSG00000165799",1,0,0,3,1,1,0,0,0,0
"42101","ENSG00000173431",0,0,1,0,0,0,0,0,0,0
"42102","ENSG00000165801",8983,7224,5625,5844,6358,11170,5551,2350,7824,6913
"42103","ENSG00000165804",2977,2834,2138,2248,1854,591,245,74,422,465
"42104","ENSG00000232070",9,17,15,11,16,17,10,3,2,3
"42105","ENSG00000178107",0,0,0,0,1,0,0,0,5,0
"42106","ENSG00000258722",0,0,0,0,0,1,1,0,0,0
"42107","ENSG00000200102",0,0,0,0,0,0,0,0,0,0
"42108","ENSG00000169327",0,0,2,0,0,0,0,0,2,0
"42109","ENSG00000259102",1,0,1,0,0,0,1,0,0,0
"42110","ENSG00000258906",0,0,0,0,0,0,0,0,0,0
"42111","ENSG00000258441",406,584,641,487,698,467,159,162,252,314
"42112","ENSG00000092199",10342,11709,10246,9155,9147,14857,10265,4648,12517,9460
"42113","ENSG00000092200",8,12,7,3,16,18,7,5,15,12
"42114","ENSG00000092201",3108,3930,3664,3211,3700,6091,3603,1539,2884,2384
"42115","ENSG00000260830",0,4,2,3,3,7,9,1,6,2
"42116","ENSG00000100888",2691,2982,3149,2678,3250,4539,3232,1081,2303,2055
"42117","ENSG00000199436",2,3,2,2,3,9,0,0,1,3
"42118","ENSG00000200785",0,0,0,0,0,0,0,0,0,0
"42119","ENSG00000241035",0,0,0,0,0,0,0,0,0,0
"42120","ENSG00000258870",3,1,1,0,3,0,0,0,0,2
"42121","ENSG00000274475",0,0,0,0,0,0,0,0,0,0
"42122","ENSG00000129472",880,1233,1057,891,1107,1138,1269,987,1406,1070
"42123","ENSG00000092203",1576,1712,1694,1372,1686,2037,1806,824,1365,1233
"42124","ENSG00000165819",1350,1682,1410,1151,1417,1407,861,500,1061,1131
"42125","ENSG00000165821",350,519,380,271,400,390,447,219,348,327
"42126","ENSG00000257096",0,0,0,0,0,0,0,0,0,0
"42127","ENSG00000256737",1,0,1,0,0,0,1,2,0,0
"42128","ENSG00000169208",0,0,0,0,0,0,0,0,0,0
"42129","ENSG00000256081",0,0,0,0,0,0,1,0,0,0
"42130","ENSG00000273586",0,0,0,0,0,0,0,0,0,0
"42131","ENSG00000256385",0,1,0,2,0,1,0,0,0,1
"42132","ENSG00000255569",0,0,0,0,0,2,0,0,0,0
"42133","ENSG00000255582",0,0,0,0,0,0,0,0,0,0
