"","gene","msc_11_S11.readcounts","msc_12_S12.readcounts","msc_13_S13.readcounts","msc_14_S14.readcounts","msc_15_S15.readcounts"
"3134","ENSG00000143420",2655,2542,3461,3657,3181
"3135","ENSG00000276103",0,1,0,0,0
"3136","ENSG00000143457",667,829,775,683,648
"3137","ENSG00000143452",0,0,0,0,0
"3138","ENSG00000206931",0,0,0,0,0
"3139","ENSG00000163131",56,49,102,105,36
"3140","ENSG00000236713",0,1,0,0,0
"3141","ENSG00000143387",16703,6737,52730,47998,23558
"3142","ENSG00000224690",1,0,0,2,0
"3143","ENSG00000143437",1091,1400,1830,1427,1525
"3144","ENSG00000200175",0,0,0,0,0
"3145","ENSG00000224800",0,1,2,3,1
"3146","ENSG00000283324",0,0,0,0,1
"3147","ENSG00000229357",0,0,0,0,0
"3148","ENSG00000143379",573,687,805,653,731
"3149","ENSG00000143418",2684,2177,2773,2204,2113
"3150","ENSG00000259357",0,0,0,0,0
"3151","ENSG00000231073",2,0,2,2,2
"3152","ENSG00000143412",77,53,124,87,132
"3153","ENSG00000143409",915,792,1482,1217,1450
"3154","ENSG00000143363",468,679,794,536,534
"3155","ENSG00000200759",0,0,0,0,0
"3156","ENSG00000163141",1,9,5,1,6
"3157","ENSG00000143443",104,178,276,199,197
"3158","ENSG00000197622",2625,2750,2870,2691,2726
"3159","ENSG00000213190",292,698,375,409,232
"3160","ENSG00000143458",187,247,239,208,229
"3161","ENSG00000233717",0,0,0,0,0
"3162","ENSG00000261168",2,7,3,2,4
"3163","ENSG00000143434",82,121,105,84,95
"3164","ENSG00000163154",0,1,0,1,3
"3165","ENSG00000163156",625,751,893,808,674
"3166","ENSG00000163155",196,277,451,363,323
"3167","ENSG00000163157",0,0,0,0,0
"3168","ENSG00000163159",764,884,994,896,870
"3169","ENSG00000143398",1965,1771,1565,1527,1296
"3170","ENSG00000159352",2321,2993,3025,2721,2362
"3171","ENSG00000232671",3,4,2,5,1
"3172","ENSG00000143373",1158,1152,1580,1543,1548
"3173","ENSG00000143393",3322,3880,4340,3737,3814
"3174","ENSG00000265753",0,0,0,0,0
"3175","ENSG00000273481",0,0,1,0,0
"3176","ENSG00000143390",2128,1474,1871,2454,2189
"3177","ENSG00000224645",0,0,0,0,0
"3178","ENSG00000237976",17,9,18,32,25
"3179","ENSG00000143416",2414,3021,5119,3429,2851
"3180","ENSG00000159377",6181,6786,8104,7291,7065
"3181","ENSG00000143442",1528,1615,2159,1798,1980
"3182","ENSG00000238711",0,0,0,0,0
"3183","ENSG00000143375",90,94,46,53,86
"3184","ENSG00000252840",0,0,0,0,0
"3185","ENSG00000143367",682,639,1054,1162,848
"3186","ENSG00000232536",1,0,0,1,2
"3187","ENSG00000207606",0,0,0,0,0
"3188","ENSG00000223861",6,2,12,7,7
"3189","ENSG00000143376",1828,1996,2646,2068,2222
"3190","ENSG00000250734",0,0,1,1,0
"3191","ENSG00000206635",0,0,0,0,0
"3192","ENSG00000159409",0,2,4,1,1
"3193","ENSG00000227045",0,3,0,0,0
"3194","ENSG00000178796",3,17,31,24,5
"3195","ENSG00000206980",0,0,0,0,0
"3196","ENSG00000269621",0,0,3,1,0
"3197","ENSG00000236940",0,1,0,0,0
"3198","ENSG00000143436",567,541,506,590,524
"3199","ENSG00000143450",29,28,32,25,28
"3200","ENSG00000249602",2,11,6,2,5
"3201","ENSG00000232937",0,0,0,0,0
"3202","ENSG00000268288",1,0,1,0,0
"3203","ENSG00000182134",46,99,46,71,59
"3204","ENSG00000203288",1,6,8,1,3
"3205","ENSG00000269489",0,0,0,0,0
"3206","ENSG00000213171",0,0,0,0,0
"3207","ENSG00000143365",1,6,3,0,0
"3208","ENSG00000225556",47,36,22,18,17
"3209","ENSG00000201134",2,2,1,3,9
"3210","ENSG00000234614",30,57,40,30,24
"3211","ENSG00000196407",29,81,29,25,22
"3212","ENSG00000159445",551,826,568,418,296
"3213","ENSG00000285651",0,0,1,0,0
"3214","ENSG00000286581",0,2,0,0,0
"3215","ENSG00000223810",0,0,0,0,0
"3216","ENSG00000197747",4467,4572,6142,6752,5790
"3217","ENSG00000229021",0,0,0,0,1
"3218","ENSG00000240667",0,0,0,0,0
"3219","ENSG00000163191",5312,5359,5631,7505,5267
"3220","ENSG00000232678",0,0,0,0,0
"3221","ENSG00000285818",0,0,0,0,0
"3222","ENSG00000182898",0,0,0,1,0
"3223","ENSG00000159450",17,1,2,3,1
"3224","ENSG00000226716",0,0,0,0,0
"3225","ENSG00000233792",0,0,0,0,0
"3226","ENSG00000215853",0,0,0,0,0
"3227","ENSG00000237975",71,69,204,166,250
"3228","ENSG00000236427",2,8,14,4,4
"3229","ENSG00000197915",4,23,72,30,24
"3230","ENSG00000143631",67,39,100,114,252
"3231","ENSG00000143520",3,0,0,1,1
"3232","ENSG00000183586",0,0,0,0,0
"3233","ENSG00000143536",0,0,0,0,0
"3234","ENSG00000186207",0,0,1,2,0
"3235","ENSG00000169509",0,0,0,0,0
"3236","ENSG00000185966",0,0,0,0,0
"3237","ENSG00000163202",0,0,0,0,0
"3238","ENSG00000244057",0,0,0,0,0
"3239","ENSG00000187238",0,0,0,0,0
"3240","ENSG00000185962",0,0,0,0,0
"3241","ENSG00000226947",0,0,0,0,0
"3242","ENSG00000285753",0,0,0,0,0
"3243","ENSG00000187223",0,0,0,0,0
"3244","ENSG00000187180",0,0,0,0,0
"3245","ENSG00000159455",0,0,0,0,0
"3246","ENSG00000187173",18,1,5,34,10
"3247","ENSG00000187170",0,0,0,0,0
"3248","ENSG00000198854",0,0,0,0,0
"3249","ENSG00000229713",0,0,0,0,0
"3250","ENSG00000233819",0,0,0,0,0
"3251","ENSG00000203786",0,0,0,0,0
"3252","ENSG00000240386",0,0,0,0,0
"3253","ENSG00000186226",0,0,0,0,0
"3254","ENSG00000172155",0,0,0,0,1
"3255","ENSG00000197084",0,0,0,0,1
"3256","ENSG00000196734",0,0,0,0,0
"3257","ENSG00000186844",1,0,1,0,0
"3258","ENSG00000235942",0,0,0,0,0
"3259","ENSG00000285946",0,0,0,0,0
"3260","ENSG00000163206",0,0,0,0,0
"3261","ENSG00000163207",0,0,0,0,0
"3262","ENSG00000224308",0,0,0,0,0
"3263","ENSG00000283227",0,0,0,0,0
"3264","ENSG00000184148",0,0,0,0,0
"3265","ENSG00000169474",0,0,0,0,0
"3266","ENSG00000163209",0,0,0,0,0
"3267","ENSG00000252920",0,0,0,0,0
"3268","ENSG00000234262",0,0,0,0,0
"3269","ENSG00000169469",0,0,0,0,0
"3270","ENSG00000163216",0,0,0,0,0
"3271","ENSG00000241794",0,0,0,0,0
"3272","ENSG00000196805",0,0,0,0,0
"3273","ENSG00000203785",0,0,0,0,0
"3274","ENSG00000244094",0,1,0,0,0
"3275","ENSG00000229035",0,0,0,0,0
"3276","ENSG00000159516",0,0,0,0,0
"3277","ENSG00000229699",0,0,0,0,0
"3278","ENSG00000203784",0,0,0,0,0
"3279","ENSG00000203783",0,0,0,0,0
"3280","ENSG00000230779",3,0,0,3,1
"3281","ENSG00000203782",0,0,0,0,0
"3282","ENSG00000159527",0,0,0,0,0
"3283","ENSG00000163218",0,0,0,0,0
"3284","ENSG00000207321",0,0,0,0,0
"3285","ENSG00000163220",0,0,0,0,0
"3286","ENSG00000163221",0,0,0,0,0
"3287","ENSG00000237008",0,0,0,1,0
"3288","ENSG00000143546",0,0,0,0,0
"3289","ENSG00000224784",0,0,0,0,0
"3290","ENSG00000184330",0,0,0,0,0
"3291","ENSG00000203781",0,0,0,0,0
"3292","ENSG00000197364",0,0,0,0,0
"3293","ENSG00000143556",0,1,0,0,0
"3294","ENSG00000263841",0,0,0,0,0
"3295","ENSG00000238279",0,1,0,0,1
"3296","ENSG00000197956",4225,3171,2701,5234,2198
"3297","ENSG00000196420",0,0,0,0,0
"3298","ENSG00000196154",18,9,22,16,10
"3299","ENSG00000188015",1,0,0,0,0
"3300","ENSG00000196754",8,13,2,7,1
"3301","ENSG00000285867",2,1,1,1,0
"3302","ENSG00000188643",277,121,53,75,42
"3303","ENSG00000189334",1,2,0,0,1
"3304","ENSG00000189171",382,503,526,380,308
"3305","ENSG00000271853",1,4,0,2,0
"3306","ENSG00000160678",82,61,225,41,102
"3307","ENSG00000272030",1,3,0,1,1
"3308","ENSG00000160679",1082,1174,1311,1099,987
"3309","ENSG00000143553",665,775,1077,928,771
"3310","ENSG00000143621",3329,2814,2980,2878,2591
"3311","ENSG00000169418",10,8,5,11,3
"3312","ENSG00000274940",0,0,0,0,0
"3313","ENSG00000242565",0,0,0,0,0
"3314","ENSG00000235015",0,0,0,0,0
"3315","ENSG00000199565",0,0,0,0,0
"3316","ENSG00000143624",2327,1868,1897,2797,2445
"3317","ENSG00000243613",0,0,0,0,0
"3318","ENSG00000233222",0,0,0,0,0
"3319","ENSG00000143554",2421,2118,1589,4246,2466
"3320","ENSG00000207039",0,0,0,0,0
"3321","ENSG00000143614",1178,1330,1424,1120,1151
"3322","ENSG00000231827",0,2,1,1,0
"3323","ENSG00000223599",6,1,3,2,0
"3324","ENSG00000236327",0,0,0,0,1
"3325","ENSG00000284738",6,3,10,1,2
"3326","ENSG00000198837",1765,1801,1774,1855,2059
"3327","ENSG00000160741",1029,1036,1294,1070,1114
"3328","ENSG00000143570",32,46,44,22,21
"3329","ENSG00000285779",0,0,0,0,0
"3330","ENSG00000276584",0,0,0,0,0
"3331","ENSG00000282386",7,11,4,5,5
"3332","ENSG00000273026",0,6,4,3,1
"3333","ENSG00000143578",130,179,178,212,176
"3334","ENSG00000143543",209,249,314,251,240
"3335","ENSG00000285641",4,1,0,1,2
"3336","ENSG00000272654",9,20,32,26,16
"3337","ENSG00000143545",537,514,938,934,898
"3338","ENSG00000177954",6715,9111,11415,10232,9502
"3339","ENSG00000143552",3,4,2,3,3
"3340","ENSG00000231416",1,0,5,0,1
"3341","ENSG00000200220",0,0,0,0,0
"3342","ENSG00000231837",0,0,0,0,0
"3343","ENSG00000263987",0,0,0,0,0
"3344","ENSG00000143549",7941,6882,6449,8302,5705
"3345","ENSG00000264384",0,0,0,0,0
"3346","ENSG00000215938",0,1,0,0,0
"3347","ENSG00000163263",3,1,0,0,2
"3348","ENSG00000143612",5364,6912,6388,6271,5222
"3349","ENSG00000143569",5312,4702,5624,5170,4649
"3350","ENSG00000201129",0,0,0,0,1
"3351","ENSG00000143575",1316,1756,1757,1666,1276
"3352","ENSG00000252682",0,0,0,0,0
"3353","ENSG00000212292",0,0,0,0,0
"3354","ENSG00000222457",0,0,0,0,0
"3355","ENSG00000278694",0,0,0,0,0
"3356","ENSG00000143595",0,0,0,0,0
"3357","ENSG00000143515",2208,2628,3384,2019,2674
"3358","ENSG00000238365",1,1,0,0,0
"3359","ENSG00000237920",0,0,0,0,0
"3360","ENSG00000226855",1,3,1,1,2
"3361","ENSG00000228013",8,6,5,6,8
"3362","ENSG00000160712",300,482,327,164,258
"3363","ENSG00000228264",3,0,2,0,1
"3364","ENSG00000169291",68,122,23,36,5
"3365","ENSG00000273110",0,0,0,0,0
"3366","ENSG00000163239",7,5,3,1,0
"3367","ENSG00000160714",2416,2683,2862,2583,2314
"3368","ENSG00000229780",1,0,0,1,1
"3369","ENSG00000286391",2,1,2,1,0
"3370","ENSG00000160716",15,43,9,20,16
"3371","ENSG00000233875",0,0,0,0,0
"3372","ENSG00000160710",17742,14189,16156,18123,14069
"3373","ENSG00000287064",4,9,3,7,2
"3374","ENSG00000143603",62,300,385,299,204
"3375","ENSG00000163344",688,535,826,812,791
"3376","ENSG00000270361",0,0,0,0,0
"3377","ENSG00000163346",2496,3163,5967,4522,5551
"3378","ENSG00000268154",0,0,0,0,0
"3379","ENSG00000163348",995,928,1519,1356,1368
"3380","ENSG00000271380",11,9,10,5,8
"3381","ENSG00000160691",5603,6592,5802,5569,4298
"3382","ENSG00000173207",526,110,157,361,229
"3383","ENSG00000264349",2,0,0,2,0
"3384","ENSG00000160688",935,1012,1076,1002,873
"3385","ENSG00000163352",0,0,0,0,0
"3386","ENSG00000160685",1513,1750,2531,1736,1813
"3387","ENSG00000163354",8,20,17,5,4
"3388","ENSG00000163357",7,12,5,5,15
"3389","ENSG00000232093",14,15,41,23,20
"3390","ENSG00000143537",4398,2446,2608,3473,4670
"3391","ENSG00000243364",70,67,121,95,113
"3392","ENSG00000251246",0,2,0,0,0
"3393","ENSG00000143590",22,36,52,25,42
"3394","ENSG00000202027",0,0,0,0,0
"3395","ENSG00000169242",181,426,427,183,140
"3396","ENSG00000169241",944,1549,1668,1515,1267
"3397","ENSG00000179085",328,440,695,507,548
"3398","ENSG00000223452",0,0,0,0,0
"3399","ENSG00000163463",39,41,60,60,47
"3400","ENSG00000273088",0,0,0,0,0
"3401","ENSG00000163462",79,55,86,75,47
"3402","ENSG00000185499",104,45,64,109,59
"3403","ENSG00000231064",4,5,7,11,4
"3404","ENSG00000284586",0,0,0,0,0
"3405","ENSG00000169231",274,263,303,462,295
"3406","ENSG00000173171",313,356,438,365,356
"3407","ENSG00000236263",0,0,0,0,0
"3408","ENSG00000160766",168,134,204,157,187
"3409","ENSG00000236675",178,358,271,168,172
"3410","ENSG00000177628",4913,3897,4809,5245,4940
"3411","ENSG00000160767",2361,2572,2715,2560,2609
"3412","ENSG00000116521",2513,2539,3328,3155,2771
"3413","ENSG00000176444",569,834,816,726,613
"3414","ENSG00000143630",82,104,142,144,173
"3415","ENSG00000143627",12,46,7,34,13
"3416","ENSG00000160752",3170,2657,2734,5556,4429
"3417","ENSG00000225855",64,25,41,83,82
"3418","ENSG00000160753",691,608,1035,1140,842
"3419","ENSG00000116539",1271,1025,1362,1119,1337
"3420","ENSG00000283701",1,0,0,0,0
"3421","ENSG00000207134",0,0,0,0,0
"3422","ENSG00000227773",0,0,0,0,0
"3423","ENSG00000207144",0,0,0,0,0
"3424","ENSG00000237872",0,0,0,0,0
"3425","ENSG00000235919",19,38,20,22,25
"3426","ENSG00000271267",0,0,0,0,0
"3427","ENSG00000225082",1,0,0,0,0
"3428","ENSG00000223503",0,1,0,0,0
"3429","ENSG00000232519",0,0,0,0,1
"3430","ENSG00000125459",293,211,266,328,264
"3431","ENSG00000246203",7,14,15,8,6
"3432","ENSG00000287839",1,8,5,1,2
"3433","ENSG00000163374",726,678,942,872,715
"3434","ENSG00000132676",1667,2106,2074,1794,1550
"3435","ENSG00000227673",0,0,0,0,0
"3436","ENSG00000203761",47,25,28,48,37
"3437","ENSG00000116580",1057,1133,1244,1066,1155
"3438","ENSG00000234937",0,0,1,0,0
"3439","ENSG00000132718",1739,1305,2208,2351,2225
"3440","ENSG00000283442",0,2,1,0,0
"3441","ENSG00000143622",904,1424,1444,1223,1084
"3442","ENSG00000132680",580,534,548,495,427
"3443","ENSG00000207475",0,3,0,0,1
"3444","ENSG00000281394",0,0,0,0,0
"3445","ENSG00000280466",0,0,0,0,0
"3446","ENSG00000173080",2,1,0,0,0
"3447","ENSG00000116584",3025,2794,1805,1509,1383
"3448","ENSG00000277817",0,0,0,0,0
"3449","ENSG00000273002",4,1,1,2,0
"3450","ENSG00000224276",0,0,0,0,0
"3451","ENSG00000285677",1,1,1,1,4
"3452","ENSG00000163479",2230,2805,3406,3085,3356
"3453","ENSG00000160803",1043,741,879,1004,988
"3454","ENSG00000116586",721,1083,1484,1218,1134
"3455","ENSG00000132698",2,4,0,0,1
"3456","ENSG00000254726",378,443,403,277,337
"3457","ENSG00000160789",20500,21649,28680,24136,25668
"3458","ENSG00000196189",31,55,34,28,30
"3459","ENSG00000252236",1,0,0,0,0
"3460","ENSG00000160785",1573,1569,1678,1524,1453
"3461","ENSG00000260238",6,4,7,4,9
"3462","ENSG00000160783",306,228,334,424,375
"3463","ENSG00000242252",0,1,0,0,0
"3464","ENSG00000160781",230,135,98,129,71
"3465","ENSG00000198952",2882,1631,2398,2599,3054
"3466","ENSG00000163472",195,227,411,319,349
"3467","ENSG00000198715",6398,4687,8951,12182,13095
"3468","ENSG00000189030",0,1,0,0,0
"3469","ENSG00000163468",7623,6936,6795,7596,6445
"3470","ENSG00000163467",9,5,5,3,1
"3471","ENSG00000132677",0,0,0,0,0
"3472","ENSG00000237390",0,0,0,0,0
"3473","ENSG00000125462",2,4,0,2,1
"3474","ENSG00000207933",0,0,0,0,0
"3475","ENSG00000116604",2058,2375,3284,2113,2246
"3476","ENSG00000206651",0,0,1,0,3
"3477","ENSG00000260460",0,0,0,0,0
"3478","ENSG00000183856",751,18,7,483,426
"3479","ENSG00000187862",3,1,1,0,0
"3480","ENSG00000163382",1615,2108,2546,2350,1863
"3481","ENSG00000160818",805,485,473,621,530
"3482","ENSG00000272971",1,0,2,0,0
"3483","ENSG00000132702",3,10,2,0,0
"3484","ENSG00000272068",3,7,4,2,0
"3485","ENSG00000132692",6818,22998,37581,15158,28464
"3486","ENSG00000272405",8,20,7,5,4
"3487","ENSG00000229953",5,7,9,10,14
"3488","ENSG00000132688",1436,425,272,507,621
"3489","ENSG00000237588",0,0,0,0,0
"3490","ENSG00000285570",0,0,0,0,0
"3491","ENSG00000143320",11,23,14,20,9
"3492","ENSG00000223356",2,3,4,5,0
"3493","ENSG00000143319",1004,1007,956,827,791
"3494","ENSG00000143303",421,392,773,639,588
"3495","ENSG00000143314",1303,1193,1358,1463,1130
"3496","ENSG00000143321",4884,4065,4283,4542,3784
"3497","ENSG00000143294",1555,1753,2105,1729,1654
"3498","ENSG00000287624",0,0,0,0,0
"3499","ENSG00000027869",5,7,2,4,0
"3500","ENSG00000198400",1,2,0,2,0
"3501","ENSG00000027644",0,0,0,0,0
"3502","ENSG00000187800",3,13,2,2,1
"3503","ENSG00000160838",9,9,2,3,3
"3504","ENSG00000132694",3818,2632,3000,3567,3272
"3505","ENSG00000211581",0,1,0,0,1
"3506","ENSG00000266160",0,0,0,0,0
"3507","ENSG00000237842",8,1,1,10,2
"3508","ENSG00000224520",3,2,1,0,1
"3509","ENSG00000253831",0,0,0,0,0
"3510","ENSG00000117036",963,1102,841,763,678
"3511","ENSG00000235700",2,0,0,0,1
"3512","ENSG00000229961",0,0,0,0,0
"3513","ENSG00000284592",0,0,0,0,0
"3514","ENSG00000228239",0,0,0,0,0
"3515","ENSG00000271736",0,0,1,0,0
"3516","ENSG00000286073",0,0,0,0,0
"3517","ENSG00000286151",1,0,0,0,1
"3518","ENSG00000286005",0,0,0,0,0
"3519","ENSG00000143297",0,0,0,0,0
"3520","ENSG00000163518",0,0,0,0,0
"3521","ENSG00000236731",0,0,0,0,0
"3522","ENSG00000233712",0,0,0,0,0
"3523","ENSG00000160856",0,0,0,0,0
"3524","ENSG00000227217",0,0,0,0,0
"3525","ENSG00000231700",1,0,0,2,0
"3526","ENSG00000232366",0,0,0,0,0
"3527","ENSG00000132704",0,0,0,0,0
"3528","ENSG00000163534",0,0,0,0,0
"3529","ENSG00000073754",5,0,0,2,1
"3530","ENSG00000227425",0,0,0,0,0
"3531","ENSG00000236957",0,0,0,0,0
"3532","ENSG00000183853",5211,3767,3970,4727,6492
"3533","ENSG00000226520",3,0,0,0,1
"3534","ENSG00000288460",0,1,0,0,0
"3535","ENSG00000231666",0,0,0,0,1
"3536","ENSG00000227295",5,4,2,2,1
"3537","ENSG00000158473",19,12,6,3,1
"3538","ENSG00000229914",0,0,0,0,0
"3539","ENSG00000176320",0,0,0,0,0
"3540","ENSG00000158477",1,0,0,0,0
"3541","ENSG00000230942",0,0,0,0,0
"3542","ENSG00000158481",0,0,0,0,0
"3543","ENSG00000158485",0,0,0,0,0
"3544","ENSG00000158488",0,0,0,0,0
"3545","ENSG00000186306",0,0,0,0,0
"3546","ENSG00000180708",0,0,0,0,0
"3547","ENSG00000203758",0,0,0,0,0
"3548","ENSG00000236257",6,6,3,8,2
"3549","ENSG00000173285",0,0,0,0,0
"3550","ENSG00000198965",0,0,0,0,0
"3551","ENSG00000236656",0,0,0,0,0
"3552","ENSG00000198703",0,0,0,0,0
"3553","ENSG00000227445",0,0,0,0,0
"3554","ENSG00000231434",53,11,17,25,12
"3555","ENSG00000197532",0,0,0,0,0
"3556","ENSG00000186440",0,0,0,0,0
"3557","ENSG00000279111",0,0,0,0,0
"3558","ENSG00000198967",0,0,0,0,0
"3559","ENSG00000163554",21,5,0,17,4
"3560","ENSG00000231237",0,0,0,0,0
"3561","ENSG00000196171",0,0,0,0,0
"3562","ENSG00000203757",0,0,0,0,0
"3563","ENSG00000180437",0,0,0,0,0
"3564","ENSG00000226949",0,0,0,0,0
"3565","ENSG00000197403",1,0,0,0,0
"3566","ENSG00000180433",0,0,0,0,0
"3567","ENSG00000188340",0,0,0,0,0
"3568","ENSG00000229724",0,0,0,0,0
"3569","ENSG00000180409",0,0,0,0,0
"3570","ENSG00000163563",1,0,2,2,0
"3571","ENSG00000229849",0,0,0,0,0
"3572","ENSG00000163564",46,24,104,97,37
"3573","ENSG00000163565",14864,8333,8318,12634,7816
"3574","ENSG00000163568",3,1,0,4,1
"3575","ENSG00000233473",0,0,0,1,1
"3576","ENSG00000162706",606,1895,2453,2295,1635
"3577","ENSG00000222552",0,0,0,0,0
"3578","ENSG00000225670",2,3,6,11,5
"3579","ENSG00000213088",18,123,76,41,46
"3580","ENSG00000215846",0,0,0,1,0
"3581","ENSG00000248642",0,0,0,0,0
"3582","ENSG00000179639",0,1,1,0,0
"3583","ENSG00000196266",0,0,0,0,0
"3584","ENSG00000228560",1,0,0,0,0
"3585","ENSG00000248442",0,0,0,0,0
"3586","ENSG00000251686",0,0,0,0,0
"3587","ENSG00000249197",0,0,0,0,0
"3588","ENSG00000249730",0,0,0,0,0
"3589","ENSG00000196184",0,1,0,0,0
"3590","ENSG00000224943",0,0,0,0,0
"3591","ENSG00000184155",0,0,0,0,0
"3592","ENSG00000231100",2,8,22,17,8
"3593","ENSG00000271890",0,0,0,0,0
"3594","ENSG00000132703",0,0,0,0,0
"3595","ENSG00000158731",0,0,0,0,0
"3596","ENSG00000276632",0,0,0,0,0
"3597","ENSG00000223603",0,0,0,0,0
"3598","ENSG00000132693",0,0,0,0,0
"3599","ENSG00000235226",0,0,0,0,0
"3600","ENSG00000158716",411,529,938,758,743
"3601","ENSG00000181036",0,1,0,0,1
"3602","ENSG00000158714",2,0,0,1,0
"3603","ENSG00000256029",1,4,1,9,5
"3604","ENSG00000188004",0,0,0,0,0
"3605","ENSG00000212161",0,0,0,0,0
"3606","ENSG00000243284",0,0,0,0,0
"3607","ENSG00000272668",9,20,15,12,5
"3608","ENSG00000213085",2,2,2,3,3
"3609","ENSG00000266458",0,0,0,0,0
"3610","ENSG00000287040",0,0,0,0,0
"3611","ENSG00000279430",0,0,0,0,0
"3612","ENSG00000158710",4007,4061,3019,3827,3200
"3613","ENSG00000085552",6,10,1,6,6
"3614","ENSG00000162723",108,27,31,71,56
"3615","ENSG00000224259",0,0,0,1,0
"3616","ENSG00000273933",0,0,0,0,0
"3617","ENSG00000177807",1,5,0,2,2
"3618","ENSG00000237409",0,0,0,1,0
"3619","ENSG00000143315",411,595,662,432,418
"3620","ENSG00000225279",2,4,3,0,0
"3621","ENSG00000162728",2,4,0,0,0
"3622","ENSG00000162729",3246,7036,2825,3808,2151
"3623","ENSG00000018625",0,1,0,0,0
"3624","ENSG00000132681",0,1,2,0,0
"3625","ENSG00000143318",1,7,4,1,3
"3626","ENSG00000227741",3,4,5,2,1
"3627","ENSG00000162734",4208,3609,4082,5755,5641
"3628","ENSG00000132716",740,578,1027,886,814
"3629","ENSG00000258465",0,0,0,0,0
"3630","ENSG00000228606",19,10,13,17,15
"3631","ENSG00000224261",7,13,7,6,10
"3632","ENSG00000162735",1294,1538,1905,1660,1183
"3633","ENSG00000122218",7225,7562,8190,7290,7125
"3634","ENSG00000235082",4,6,8,11,6
"3635","ENSG00000202078",2,0,0,1,3
"3636","ENSG00000162736",4611,3705,5433,4694,4367
"3637","ENSG00000171786",20,55,32,13,7
"3638","ENSG00000201608",0,0,0,0,0
"3639","ENSG00000162738",865,1536,1912,1140,1500
"3640","ENSG00000162739",0,0,0,0,0
"3641","ENSG00000234425",0,0,0,0,0
"3642","ENSG00000066294",0,0,0,0,0
"3643","ENSG00000117090",2,0,0,2,0
"3644","ENSG00000235101",0,0,0,0,0
"3645","ENSG00000228863",0,3,2,1,1
"3646","ENSG00000117091",0,0,0,1,0
"3647","ENSG00000026751",1,0,0,0,0
"3648","ENSG00000275801",0,0,0,0,0
"3649","ENSG00000274562",0,0,0,0,0
"3650","ENSG00000122224",0,0,2,1,0
"3651","ENSG00000122223",0,1,0,1,1
"3652","ENSG00000226003",0,0,0,0,0
"3653","ENSG00000179914",0,0,0,0,0
"3654","ENSG00000213080",28,10,11,16,16
"3655","ENSG00000232188",0,0,0,0,0
"3656","ENSG00000198358",0,0,0,0,0
"3657","ENSG00000233691",1,0,0,0,0
"3658","ENSG00000158764",0,0,0,0,0
"3659","ENSG00000158769",441,668,673,425,618
"3660","ENSG00000270149",0,0,2,2,0
"3661","ENSG00000232879",1,0,0,0,0
"3662","ENSG00000215845",21,10,124,69,85
"3663","ENSG00000158773",770,815,1067,931,966
"3664","ENSG00000186517",20,29,9,12,6
"3665","ENSG00000143217",2,3,2,0,0
"3666","ENSG00000228917",0,0,0,0,0
"3667","ENSG00000162755",8,10,12,11,6
"3668","ENSG00000143256",993,986,1086,948,778
"3669","ENSG00000158793",611,765,858,935,683
"3670","ENSG00000158796",653,658,881,770,724
"3671","ENSG00000238934",0,0,1,0,0
"3672","ENSG00000143222",990,1164,1670,1656,1568
"3673","ENSG00000224985",6,15,11,22,24
"3674","ENSG00000143258",499,641,868,695,789
"3675","ENSG00000143224",292,218,366,437,382
"3676","ENSG00000158850",902,1585,1947,1368,1658
"3677","ENSG00000158859",225,343,517,168,164
"3678","ENSG00000158864",3326,3254,4435,3708,3622
"3679","ENSG00000158869",2,1,10,4,3
"3680","ENSG00000158874",0,0,2,0,0
"3681","ENSG00000158882",447,443,600,477,526
"3682","ENSG00000284035",0,0,0,0,0
"3683","ENSG00000143257",16,39,16,11,12
"3684","ENSG00000248485",3,1,1,1,1
"3685","ENSG00000158887",85,107,84,289,1193
"3686","ENSG00000143252",2192,2864,3050,2783,2651
"3687","ENSG00000188931",0,0,0,0,0
"3688","ENSG00000236484",1,0,0,0,0
"3689","ENSG00000283696",5,4,16,9,13
"3690","ENSG00000288093",4,4,0,8,1
"3691","ENSG00000206921",0,0,0,0,0
"3692","ENSG00000283360",0,0,0,1,0
"3693","ENSG00000215840",72,15,73,87,44
"3694","ENSG00000277882",0,0,0,0,0
"3695","ENSG00000283317",1,0,1,2,2
"3696","ENSG00000143226",74,68,51,79,64
"3697","ENSG00000273112",0,0,0,0,0
"3698","ENSG00000173110",70,88,109,48,55
"3699","ENSG00000224203",0,0,0,0,0
"3700","ENSG00000203747",0,0,0,0,0
"3701","ENSG00000224515",0,0,0,0,0
"3702","ENSG00000244682",1,0,0,1,33
"3703","ENSG00000225217",4,1,1,2,31
"3704","ENSG00000231586",0,0,0,0,0
"3705","ENSG00000162747",0,0,0,0,0
"3706","ENSG00000072694",32,28,40,35,37
"3707","ENSG00000234211",0,0,0,0,0
"3708","ENSG00000213075",2,0,0,1,2
"3709","ENSG00000199595",0,0,0,0,0
"3710","ENSG00000132185",1248,1325,4485,3197,3796
"3711","ENSG00000162746",57,57,61,69,93
"3712","ENSG00000241347",0,0,0,0,0
"3713","ENSG00000081721",337,322,260,326,239
"3714","ENSG00000226889",1,2,6,1,5
"3715","ENSG00000118217",2054,1521,1622,1595,1387
"3716","ENSG00000229808",1,2,0,2,0
"3717","ENSG00000162745",374,358,427,628,537
"3718","ENSG00000227818",0,0,0,0,0
"3719","ENSG00000198929",0,0,1,2,6
"3720","ENSG00000285636",0,0,0,0,0
"3721","ENSG00000266144",0,0,0,0,0
